Tier,ProductCode,Product Description
3,151610,"Animal fats and oils and fractions, hydrogenate"
3,151620,"Vegetable fats and oils and their fractions, hy"
2,1517,Margarine; edible preparations of animal or veg
3,151710,Margarine (excl. liquid)
3,151790,"Edible preparations of fats and oils, nes"
2,1518,Animal or vegetable fats and oils... chemically
3,151800,Animal or vegetable fats and oils... chemically
2,1519,"Industrial monocarboxylic fatty acids, acid oil"
3,151911,Indus.monocarboxylic fatty acids;acid oils from
3,151912,Indus.monocarboxylic fatty acids;acid oils from
3,151913,Indus.monocarbox.fatty acids;acid oils from ref
3,151919,Industrial monocarboxylic fatty acids;acid oils
3,151920,Industrial fatty alcohols
3,151930,-- Extra addition --
2,1520,"Glycerol (glycerine), glycerol waters and glyce"
3,152010,"Glycerol (glycerine), crude, glycerol waters an"
3,152090,"Glycerol (excl. crude), including synthetic"
2,1521,"Vegetable waxes (excl. triglycerides), beeswax,"
3,152110,Vegetable waxes (excl. triglycerides)
3,152190,"Beeswax, other insect waxes and spermaceti"
2,1522,Degras; residues of fatty substances or animal
3,152200,Degras; residues of fatty substances or animal
1,16,"Prep of meat, fish or crustaceans,  molluscs et"
2,1601,Sausages and similar products; food preparation
3,160100,Sausages and similar products; food preparation
2,1602,"Other prepared or preserved meat, meat offal or"
3,160210,"Homogenized preparations of meat, meat offal or"
3,160220,Preparations of animal liver
3,160231,Preparations of turkey meat
3,160239,Preparations of poultry (excl. turkey)
3,160241,"Preparations of swine, hams and cuts"
3,160242,"Preparations of swine, shoulders and cuts"
3,160249,"Preparations of swine meat, including mixtures,"
3,160250,Preparations of meat of bovine animals
3,160290,Preparations of meat (incl.preparations of bloo
2,1603,"Extracts and juices of meat, fish and aquatic i"
3,160300,"Extracts and juices of meat, fish and aquatic i"
2,1604,Prepared or preserved fish; caviar and caviar s
3,160411,Prepared or preserved salmon (excl. minced)
3,160412,Prepared or preserved herrings (excl. minced)
3,160413,"Prepared or preserved sardines, sardinella, bri"
3,160414,"Prepared or preserved tuna, skipjack and bonito"
3,160415,Prepared or preserved mackerel (excl. minced)
3,160416,Prepared or preserved anchovies (excl. minced)
3,160419,"Prepared or preserved fish (excl. minced), nes"
3,160420,"Other prepared or preserved fish, nes"
3,160430,Caviar and caviar substitutes
2,1605,"Crustaceans... and other aquatic invertebrates,"
3,160510,"Crab, prepared or preserved"
3,160520,"Shrimps and prawns, prepared or preserved"
3,160530,"Lobster, prepared or preserved"
3,160540,"Crustaceans, nes, prepared or preserved"
3,160590,"Molluscs and other aquatic invertebrates, prepa"
1,17,Sugars and sugar confectionery.
2,1701,"Cane or beet sugar and chemically pure sucrose,"
3,170111,"Raw cane sugar, in solid form"
3,170112,"Raw beet sugar, in solid form"
3,170191,"Cane or beet sugar, containing added flavouring"
3,170199,"Cane or beet sugar, in solid form, nes"
2,1702,Other sugars in solid form; sugar syrups; artif
3,170210,Lactose and lactose syrup
3,170220,Maple sugar and maple syrup
3,170230,"Glucose and glucose syrup, containing <20% fruc"
3,170240,"Glucose and glucose syrup, containing >=20% but"
3,170250,Chemically pure fructose
3,170260,"Other fructose and fructose syrup, containing >"
3,170290,"Artificial honey, caramel and other sugars (inc"
2,1703,Molasses resulting from the extraction or refin
3,170310,Cane molasses resulting from the extraction or
3,170390,Molasses resulting from the extraction or refin
2,1704,"Sugar confectionery (incl. white chocolate), no"
3,170410,Chewing gum
3,170490,"Sugar confectionery (incl. white chocolate), no"
1,18,Cocoa and cocoa preparations.
2,1801,"Cocoa beans, whole or broken, raw or roasted"
3,180100,"Cocoa beans, whole or broken, raw or roasted"
2,1802,"Cocoa shells, husks, skins and other cocoa wast"
3,180200,"Cocoa shells, husks, skins and other cocoa wast"
2,1803,"Cocoa paste, whether or not defatted"
3,180310,"Cocoa paste, not defatted"
3,180320,"Cocoa paste, wholly or partly defatted"
2,1804,"Cocoa butter, fat and oil"
3,180400,"Cocoa butter, fat and oil"
2,1805,"Cocoa powder, not containing added sugar or oth"
3,180500,"Cocoa powder, not containing added sugar or oth"
2,1806,Chocolate and other food preparations containin
3,180610,"Cocoa powder, containing added sugar or other s"
3,180620,"Chocolate, etc, containing cocoa, in blocks, sl"
3,180631,"Chocolate, etc, containing cocoa, in blocks, sl"
3,180632,"Chocolate, etc, containing cocoa in blocks, sla"
3,180690,"Chocolate, etc, containing cocoa, not in blocks"
1,19,"Prep.of cereal, flour, starch/milk;  pastrycook"
2,1901,"Malt extract; food preparations of flour, etc ,"
3,190110,"Preparations for infant use, for retail sale, o"
3,190120,Mixes and doughs for preparation of bakers' war
3,190190,"Other food preparations of flour, etc, nes"
2,1902,"Pasta, such as spaghetti, macaroni, noodles, la"
3,190211,Uncooked pasta containing eggs not stuffed
3,190219,"Uncooked pasta, not containing eggs, not stuffe"
3,190220,Stuffed pasta
3,190230,"Other pasta, nes"
3,190240,Couscous
2,1903,Tapioca and substitutes prepared from starch in
3,190300,Tapioca and substitutes prepared from starch in
2,1904,"Prepared foods of swollen or roasted cereals, e"
3,190410,Prepared foods obtained by the swelling or roas
3,190490,Prepared cereals in grain form (excl. maize)
2,1905,"Bread, pastry, cakes, etc; communion wafers, ri"
3,190510,Crispbread
3,190520,Gingerbread and the like
3,190530,Sweet biscuits; waffles and wafers
3,190540,"Rusks, toasted bread and similar toasted produc"
3,190590,"Other bread, etc, nes; communion wafers, rice p"
1,20,"Prep of vegetable, fruit, nuts or other  parts"
2,2001,"Vegetables, fruit, etc, preserved by vinegar or"
3,200110,"Cucumbers and gherkins, preserved by vinegar or"
3,200120,"Onions, prepared or preserved by vinegar or ace"
3,200190,"Other vegetables, fruits, etc, preserved by vin"
2,2002,Tomatoes prepared or preserved otherwise than b
3,200210,"Tomatoes, whole or in pieces, preserved other t"
3,200290,"Tomatoes, preserved otherwise than by vinegar o"
2,2003,"Mushrooms and truffles, preserved other than by"
3,200310,"Mushrooms, preserved otherwise than by vinegar"
3,200320,"Truffles, prepared or preserved otherwise than"
2,2004,Other vegetables preserved other than by vinega
3,200410,"Potatoes, preserved other than by vinegar or ac"
3,200490,Other vegetables preserved other than by vinega
2,2005,Other vegetables preserved other than by vinega
3,200510,"Homogenized vegetable, preserved other than by"
3,200520,"Potatoes, preserved other than by vinegar or ac"
3,200530,"Sauerkraut, preserved other than by vinegar or"
3,200540,"Peas, preserved other than by vinegar or acetic"
3,200551,"Shelled beans, preserved other than by vinegar,"
3,200559,"Beans, unshelled, preserved other than by vineg"
3,200560,"Asparagus, preserved other than by vinegar or a"
3,200570,"Olives, preserved other than by vinegar or acet"
3,200580,"Sweetcorn, preserved other than by vinegar or a"
3,200590,"Vegetables preserved other than by vinegar, etc"
2,2006,"Fruit, nuts, fruit-peel and other parts of plan"
3,200600,"Fruit, nuts, fruit-peel and other parts of plan"
2,2007,"Jams, fruit jellies, marmalades, etc"
3,200710,"Jams, fruit jellies, marmalades, etc, homogeniz"
3,200791,"Jams, fruit jellies, marmalades, etc, of citrus"
3,200799,"Other jams, fruit jellies, marmalades, etc, bei"
2,2008,"Fruit, nuts and other parts of plants, otherwis"
3,200811,"Ground-nuts, preserved"
3,200819,"Nuts and seeds including mixtures, preserved"
3,200820,"Pineapples, prepared or preserved (excl. those"
3,200830,"Citrus fruit, prepared or preserved (excl. thos"
3,200840,"Pears, prepared or preserved (excl. those of 20"
3,200850,"Apricots, prepared or preserved (excl. those of"
3,200860,"Cherries, prepared or preserved (excl. those of"
3,200870,"Peaches, prepared or preserved (excl. those of"
3,200880,"Strawberries, prepared or preserved (excl. thos"
3,200891,"Palm hearts, prepared or preserved (excl. those"
3,200892,"Mixtures of fruit, prepared or preserved (excl."
3,200899,"Other fruit, etc, prepared or preserved, nes"
2,2009,Fruit juices (incl. grape must) and vegetable j
3,200911,"Frozen orange juice, unfermented, not containin"
3,200919,"Unfrozen orange juice, unfermented, not contain"
3,200920,"Grapefruit juice, unfermented, not containing a"
3,200930,"Single citrus fruit juice, (excl. orange and gr"
3,200940,"Pineapple juice, unfermented, not containing ad"
3,200950,"Tomato juice, unfermented, not containing added"
3,200960,"Grape juice, (incl. must), unfermented, not con"
3,200970,"Apple juice, unfermented, not containing added"
3,200980,"Juice of other single fruit, unfermented, not c"
3,200990,"Mixtures of juices, unfermented, not containing"
1,21,Miscellaneous edible preparations.
2,2101,"Extracts and preparations of coffee, tea or mat"
3,210110,"Extracts, essences, concentrates and preparatio"
3,210120,"Extracts, essences, concentrates and preparatio"
3,210130,"Roasted coffee substitutes (incl. chicory), etc"
2,2102,"Yeasts; other single-cell micro-organisms, dead"
3,210210,Active yeasts
3,210220,Inactive yeasts; other single-cell micro-organi
3,210230,Prepared baking powders
2,2103,Sauces and sauce preparations; mixed condiments
3,210310,Soya sauce
3,210320,Tomato ketchup and other tomato sauces
3,210330,"Mustard flour and meal, prepared mustard"
3,210390,Sauces and sauce preparations; mixed condiments
2,2104,Soups... and preparations therefor; homogenized
3,210410,Soups and broths and preparations therefor
3,210420,Homogenized composite food preparations
2,2105,"Ice cream and other edible ice, whether or not"
3,210500,"Ice cream and other edible ice, whether or not"
2,2106,Food preparations not elsewhere specified or in
3,210610,Protein concentrates and textured protein subst
3,210690,"Other food preparations, nes"
1,22,"Beverages, spirits and vinegar."
2,2201,"Waters, (incl. mineral waters and aerated water"
3,220110,"Mineral waters and aerated waters, unsweetened"
3,220190,Other unsweetened waters; ice and snow
2,2202,"Waters (incl. mineral and aerated), with added"
3,220210,"Waters (incl. mineral and aerated), with added"
3,220290,"Other non-alcoholic beverages, nes"
2,2203,Beer made from malt
3,220300,Beer made from malt
2,2204,"Wine of fresh grapes, (incl. fortified wines);"
3,220410,Champagne and sparkling wine
3,220421,Wine (not sparkling); grape must with by alcoho
3,220429,Wine (not sparkling); grape must with alcohol i
3,220430,"Other grape must, nes"
2,2205,"Vermouth and other wine of fresh grapes, flavou"
3,220510,"Vermouth and other wine of fresh grapes, flavou"
3,220590,"Vermouth and other wine of fresh grapes, flavou"
2,2206,"Other fermented beverages (for example, cider,"
3,220600,"Other fermented beverages (for example, cider,"
2,2207,"Ethyl alcohol, undenatured of >=80% alcohol, de"
3,220710,"Undenatured ethyl alcohol, of alcoholic strengt"
3,220720,Ethyl alcohol and other denatured spirits of an
2,2208,Undenatured ethyl alcohol of an alcoholic stren
3,220810,Compound alcoholic preparations for manufacture
3,220820,Spirits from distilled grape wine or marc
3,220830,Whiskeys
3,220840,Rum and tafia
3,220850,Gin and Geneva
3,220890,"Other spirituous beverages, nes"
2,2209,Vinegar and substitutes for vinegar obtained fr
3,220900,Vinegar and substitutes for vinegar obtained fr
1,23,Residues & waste from the food indust;  prepr a
2,2301,"Flours, etc, of meat, fish, etc, unfit for huma"
3,230110,"Flours, meats and pellets, of meat unfit for hu"
3,230120,"Flours, meals and pellets of fish, etc, unfit f"
2,2302,"Brans, sharps and other residues, derived from"
3,230210,"Brans, sharps and other residues of maize"
3,230220,"Brans, sharps and other residues of rice"
3,230230,"Brans, sharps and other residues of wheat"
3,230240,"Brans, sharps and other residues of other cerea"
3,230250,"Brans, sharps and other residues of leguminous"
2,2303,"Residues of starch manufacture, beet-pulp, etc,"
3,230310,Residues from manufacture of starch and similar
3,230320,"Beet pulp, bagasse and other waste of sugar man"
3,230330,Brewing or distilling dregs and waste
2,2304,"Oil-cake and other solid residues, of soya-bean"
3,230400,"Oil-cake and other solid residues, of soya-bean"
2,2305,"Oil-cake and other solid residues, of ground-nu"
3,230500,"Oil-cake and other solid residues, of ground-nu"
2,2306,"Oil-cake and other solid residues, of vegetable"
3,230610,Oil-cake and other solid residues of cotton see
3,230620,Oil-cake and other solid residues of linseed
3,230630,Oil-cake and other solid residues of sunflower
3,230640,Oil-cake and other solid residues of rape or co
3,230650,Oil-cake and other solid residues of coconut or
3,230660,Oil-cake and other solid residues of palm nuts
3,230690,"Oil-cake and residues, of other vegetable fats"
2,2307,Wine lees; argol
3,230700,Wine lees; argol
2,2308,"Vegetable materials, waste, residues, etc, used"
3,230810,"Acorns and horse-chestnuts, for animal feeding"
3,230890,"Other vegetable materials, waste, residues, etc"
2,2309,Preparations of a kind used in animal feeding
3,230910,"Dog or cat food, put up for retail sale"
3,230990,Other preparations of a kind used in animal fee
1,24,Tobacco and manufactured tobacco substitutes
2,2401,Unmanufactured tobacco; tobacco refuse
3,240110,"Tobacco, not stemmed/stripped"
3,240120,"Tobacco, partly or wholly stemmed/stripped"
3,240130,Tobacco refuse
2,2402,"Cigars, cigarillos, cigarettes, etc, of tobacco"
3,240210,"Cigars, cheroots and cigarillos containing toba"
3,240220,Cigarettes containing tobacco
3,240290,"Cigars, cigarillos, cigarettes, etc, not contai"
2,2403,Other manufactured tobacco and substitutes; hom
3,240310,Smoking tobacco with or without tobacco substit
3,240391,Homogenized or reconstituted tobacco
3,240399,"Other manufactured tobacco, nes"
1,25,Salt; sulphur; earth & ston; plastering  mat; l
2,2501,Salt and pure sodium chloride; sea water
3,250100,Salt and pure sodium chloride; sea water
2,2502,Unroasted iron pyrites
3,250200,Unroasted iron pyrites
2,2503,"Sulphur of all kinds (excl. sublimed, precipita"
3,250310,Crude or unrefined sulphur
3,250390,"Other sulphur (excl. crude, sublimed, precipita"
2,2504,Natural graphite
3,250410,Natural graphite in powder or in flakes
3,250490,Other natural graphite (excl. in powder or in f
2,2505,"Natural sands of all kinds, (excl. metal-bearin"
3,250510,Silica sands and quartz sands
3,250590,"Natural sands, (excl. metal-bearing sands of Ch"
2,2506,Quartz; quartzite
3,250610,Quartz
3,250621,Crude or roughly trimmed quartzite
3,250629,Quartzite cut into rectangular blocks or slabs
2,2507,"Kaolin and other kaolinic clays, whether or not"
3,250700,"Kaolin and other kaolinic clays, whether or not"
2,2508,"Other clays, andalusite, kyanite, etc; mullite;"
3,250810,Bentonite
3,250820,Decolourizing earths and fuller's earth
3,250830,Fire-clay
3,250840,"Other clays, nes"
3,250850,"Andalusite, kyanite and sillimanite"
3,250860,Mullite
3,250870,Chamotte or dinas earths
2,2509,Chalk
3,250900,Chalk
2,2510,"Natural calcium phosphates, aluminium calcium p"
3,251010,"Unground natural calcium phosphates, aluminium"
3,251020,"Ground natural calcium phosphates, aluminium ca"
2,2511,Natural barium sulphate (barytes); natural bari
3,251110,Natural barium sulphate (barytes)
3,251120,Natural barium carbonate (whitherite)
2,2512,"Siliceous fossil meals (kieselguhr, tripolite,"
3,251200,"Siliceous fossil meals (kieselguhr, tripolite,"
2,2513,"Pumice stone; emery; natural corundum, etc, and"
3,251311,"Pumice stone, crude or in irregular pieces, (in"
